added_route_id,trip_id
743,63208016
741,63208019
742,63208019
743,63208019
741,63208028
742,63208028
743,63208028
741,63208032
742,63208032
743,63208032
741,63208033
742,63208033
743,63208033
741,63208039
742,63208039
743,63208039
741,63208047
742,63208047
743,63208047
741,63208052
742,63208052
743,63208052
741,63208059
742,63208059
743,63208059
741,63208061
742,63208061
743,63208061
741,63208726
742,63208726
743,63208726
741,63208727
742,63208727
743,63208727
741,63209024
742,63209024
743,63209024
741,63209025
742,63209025
743,63209025
741,63209026
742,63209026
743,63209026
741,63209027
742,63209027
743,63209027
741,63209213
742,63209213
743,63209213
741,63209215
742,63209215
743,63209215
741,63209216
742,63209216
743,63209216
741,63209217
742,63209217
743,63209217
741,63209218
742,63209218
743,63209218
741,63209219
742,63209219
743,63209219
741,63209495
742,63209495
743,63209495
741,63209509
742,63209509
743,63209509
741,63209511
742,63209511
743,63209511
741,63209516
742,63209516
743,63209516
741,63211609
742,63211609
743,63211609
741,63211649
742,63211649
743,63211649
741,63211655
742,63211655
743,63211655
741,63211657
742,63211657
743,63211657
741,63211667
742,63211667
743,63211667
741,63211670
742,63211670
743,63211670
741,63211678
742,63211678
743,63211678
741,63213949
742,63213949
743,63213949
741,63213951
742,63213951
743,63213951
741,63213953
742,63213953
743,63213953
741,63213954
742,63213954
743,63213954
741,63213957
742,63213957
743,63213957
741,63213959
742,63213959
743,63213959
741,63213961
742,63213961
743,63213961
741,63213963
742,63213963
743,63213963
741,63213965
742,63213965
743,63213965
741,63213968
742,63213968
743,63213968
741,63213970
742,63213970
743,63213970
741,63213971
742,63213971
743,63213971
741,63213973
742,63213973
743,63213973
741,63213975
742,63213975
743,63213975
741,63213977
742,63213977
743,63213977
741,63213979
742,63213979
743,63213979
741,63213981
742,63213981
743,63213981
741,63213983
742,63213983
743,63213983
741,63213985
742,63213985
743,63213985
741,63213987
742,63213987
743,63213987
741,63213991
742,63213991
743,63213991
741,63213992
742,63213992
743,63213992
741,63213993
742,63213993
743,63213993
741,63213995
742,63213995
743,63213995
741,63213997
742,63213997
743,63213997
741,63213999
742,63213999
743,63213999
741,63214002
742,63214002
743,63214002
741,63214003
742,63214003
743,63214003
741,63214004
742,63214004
743,63214004
741,63214006
742,63214006
743,63214006
741,63214009
742,63214009
743,63214009
741,63214012
742,63214012
743,63214012
741,63214225
742,63214225
743,63214225
741,63214227
742,63214227
743,63214227
741,63214577
742,63214577
743,63214577
741,63214587
742,63214587
743,63214587
741,63214588
742,63214588
743,63214588
741,63214751
742,63214751
743,63214751
741,63214753
742,63214753
743,63214753
741,63214754
742,63214754
743,63214754
741,63214755
742,63214755
743,63214755
741,63214757
742,63214757
743,63214757
741,63214799
742,63214799
743,63214799
741,63214800
742,63214800
743,63214800
741,63214801
742,63214801
743,63214801
741,63215052
742,63215052
743,63215052
741,63215057
742,63215057
743,63215057
741,63215059
742,63215059
743,63215059
741,63215064
742,63215064
743,63215064
741,63215075
742,63215075
743,63215075
741,63215084
742,63215084
743,63215084
741,63215087
742,63215087
743,63215087
741,63215088
742,63215088
743,63215088
741,63215090
742,63215090
743,63215090
741,63215092
742,63215092
743,63215092
741,63215095
742,63215095
743,63215095
741,63215097
742,63215097
743,63215097
741,63215099
742,63215099
743,63215099
741,63480280
742,63480280
743,63480280
741,63480281
742,63480281
743,63480281
741,63480758
742,63480758
743,63480758
741,63480762
742,63480762
743,63480762
741,63480764
742,63480764
743,63480764
741,63480766
742,63480766
743,63480766
741,63480768
742,63480768
743,63480768
741,63480771
742,63480771
743,63480771
741,63480773
742,63480773
743,63480773
741,63480774
742,63480774
743,63480774
741,63480776
742,63480776
743,63480776
741,63480780
742,63480780
743,63480780
741,63480781
742,63480781
743,63480781
741,63480783
742,63480783
743,63480783
741,63480785
742,63480785
743,63480785
741,63480787
742,63480787
743,63480787
741,63480789
742,63480789
743,63480789
741,63480791
742,63480791
743,63480791
741,63480794
742,63480794
743,63480794
741,63480796
742,63480796
743,63480796
741,63480797
742,63480797
743,63480797
741,63480799
742,63480799
743,63480799
741,63480801
742,63480801
743,63480801
741,63480803
742,63480803
743,63480803
741,63480895
742,63480895
743,63480895
741,63480896
742,63480896
743,63480896
741,63480949
742,63480949
743,63480949
741,63480950
742,63480950
743,63480950
741,63480951
742,63480951
743,63480951
741,63481254
742,63481254
743,63481254
741,63481257
742,63481257
743,63481257
741,63481364
742,63481364
743,63481364
741,63481365
742,63481365
743,63481365
741,63481366
742,63481366
743,63481366
741,63481367
742,63481367
743,63481367
741,63481372
742,63481372
743,63481372
741,63481374
742,63481374
743,63481374
741,63481375
742,63481375
743,63481375
741,63481390
742,63481390
743,63481390
741,63481416
742,63481416
743,63481416
741,63481431
742,63481431
743,63481431
741,63481449
742,63481449
743,63481449
741,63481451
742,63481451
743,63481451
741,63481462
742,63481462
743,63481462
741,63481463
742,63481463
743,63481463
741,63481480
742,63481480
743,63481480
741,63481547
742,63481547
743,63481547
741,63481796
742,63481796
743,63481796
741,63481798
742,63481798
743,63481798
741,63481799
742,63481799
743,63481799
741,63481809
742,63481809
743,63481809
741,63481812
742,63481812
743,63481812
741,63481814
742,63481814
743,63481814
741,63481818
742,63481818
743,63481818
741,63481821
742,63481821
743,63481821
741,63481823
742,63481823
743,63481823
741,63481827
742,63481827
743,63481827
741,63493907
742,63493907
743,63493907
741,63493908
742,63493908
743,63493908
741,63494383
742,63494383
743,63494383
741,63494387
742,63494387
743,63494387
741,63494389
742,63494389
743,63494389
741,63494391
742,63494391
